avg_rating,number_ratings,enrollment,last_updated,lectures,duration,price2,discount,inst_rating,inst_review,inst_student,inst_course,cat_design,cat_development,cat_hobby,cat_it_software
4.2,243.0,1220.0,17.42,125.0,4.1,17.99,90.0,4.6,731.0,6588.0,5.0,0,0,1,0
4.6,3876.0,20194.0,19.5,17.0,1.05,16.99,89.0,4.6,3876.0,20189.0,1.0,1,0,0,0
4.6,130.0,704.0,20.75,12.0,3.75,29.99,62.0,4.6,2020.0,4388.0,7.0,0,0,0,1
4.4,2273.0,23365.0,18.75,109.0,7.4,19.99,90.0,4.5,23990.0,195050.0,12.0,0,0,0,0
4.4,5668.0,18885.0,20.58,323.0,60.38,24.99,84.0,4.4,15014.0,290802.0,11.0,0,1,0,0
4.3,491.0,1875.0,17.75,80.0,8.63,16.99,80.0,4.3,833.0,4794.0,5.0,0,0,0,1
4.6,771.0,6331.0,20.83,61.0,5.2,16.99,89.0,4.5,1999.0,17266.0,5.0,0,0,1,0
4.4,410.0,2959.0,18.58,223.0,19.35,16.99,79.0,4.3,4288.0,23148.0,7.0,0,1,0,0
4.4,3291.0,16871.0,19.83,25.0,2.03,16.99,88.0,4.4,5161.0,24116.0,5.0,0,0,0,0
4.3,527.0,3827.0,20.0,64.0,6.83,21.99,32.0,4.2,638.0,4194.0,4.0,0,0,0,1
4.5,1855.0,8341.0,19.17,54.0,4.33,44.99,87.0,4.4,4638.0,22317.0,10.0,0,0,1,0
4.4,1303.0,6347.0,20.67,208.0,8.58,17.99,88.0,4.4,2760.0,8553.0,2.0,0,0,0,0
4.6,1330.0,10685.0,20.5,68.0,7.42,16.99,92.0,4.6,16672.0,47836.0,9.0,0,0,0,1
4.3,801.0,4127.0,11.67,89.0,5.18,16.99,43.0,4.5,18423.0,98942.0,41.0,0,0,0,0
4.7,284.0,4513.0,20.58,41.0,4.08,16.99,88.0,4.3,20252.0,165585.0,31.0,0,1,0,0
4.2,575.0,2542.0,20.5,69.0,9.65,16.99,51.0,4.2,6092.0,47354.0,22.0,0,0,0,1
4.5,5234.0,27892.0,16.75,25.0,1.3,16.99,32.0,4.4,80108.0,271160.0,82.0,0,0,0,0
4.2,874.0,5395.0,17.08,74.0,16.87,16.99,85.0,4.4,8199.0,42451.0,8.0,0,0,0,1
4.4,1503.0,10863.0,20.33,42.0,3.1,16.99,60.0,4.5,3182.0,18457.0,6.0,0,0,1,0
4.5,3740.0,22050.0,20.83,234.0,16.47,16.99,62.0,4.6,9150.0,37732.0,8.0,0,0,0,0
4.6,824.0,4003.0,20.67,48.0,3.78,19.99,67.0,4.3,2310.0,17271.0,5.0,0,0,0,1
4.0,347.0,2750.0,15.92,40.0,3.67,19.99,80.0,4.3,511.0,4240.0,6.0,0,0,0,0
4.2,282.0,2460.0,18.75,13.0,1.12,104.99,89.0,4.4,1589.0,22783.0,15.0,0,0,0,0
4.6,751.0,4793.0,19.42,59.0,3.15,16.99,81.0,4.7,11423.0,31593.0,19.0,0,0,0,0
4.7,7619.0,42407.0,18.67,76.0,7.12,16.99,89.0,4.6,45368.0,278078.0,15.0,0,0,0,1
4.2,303.0,1216.0,20.67,34.0,3.25,69.99,85.0,4.2,1614.0,16681.0,8.0,0,0,0,1
4.5,6635.0,28027.0,20.83,22.0,2.12,20.99,85.0,4.4,12357.0,55285.0,18.0,0,0,0,1
4.5,4587.0,15924.0,17.33,53.0,6.43,19.99,74.0,4.5,26337.0,93654.0,22.0,0,0,0,0
4.5,2788.0,15771.0,20.5,78.0,10.05,17.99,32.0,4.5,10647.0,101757.0,6.0,0,1,0,0
4.3,1543.0,7307.0,20.75,225.0,18.92,21.99,92.0,4.2,3747.0,38755.0,13.0,0,0,0,1
4.7,634.0,4444.0,20.67,33.0,10.85,20.99,88.0,4.4,14859.0,118994.0,10.0,0,1,0,0
4.4,631.0,3438.0,20.42,154.0,24.12,16.99,90.0,4.4,7731.0,32824.0,20.0,0,1,0,0
4.6,1291.0,6642.0,20.83,82.0,8.87,24.99,79.0,4.7,13999.0,64522.0,18.0,0,1,0,0
4.0,51.0,84.0,20.67,22.0,2.28,21.99,87.0,4.0,51.0,84.0,1.0,0,0,0,0
4.4,3313.0,13993.0,20.5,63.0,5.68,25.99,90.0,4.3,3489.0,16403.0,4.0,0,0,0,0
4.1,2187.0,7460.0,19.17,72.0,3.62,16.99,88.0,4.1,2211.0,7507.0,3.0,0,0,0,0
4.5,1065.0,6297.0,20.75,80.0,8.4,25.99,91.0,4.5,26464.0,140740.0,14.0,0,0,0,1
3.9,270.0,1955.0,20.17,47.0,4.73,16.99,87.0,3.9,1299.0,9529.0,20.0,0,0,0,1
4.6,508.0,5815.0,20.83,53.0,10.8,17.99,67.0,4.6,100829.0,404488.0,28.0,0,1,0,0
4.5,2661.0,11296.0,20.83,138.0,26.32,29.99,88.0,4.5,2661.0,11296.0,1.0,0,0,0,0
4.6,3523.0,32042.0,19.75,67.0,7.82,21.99,60.0,4.6,31457.0,126576.0,11.0,0,1,0,0
4.3,1443.0,10396.0,17.5,28.0,2.62,19.99,89.0,4.2,2152.0,14813.0,6.0,0,0,0,0
4.6,884.0,7307.0,20.33,212.0,16.75,21.99,89.0,4.6,2744.0,15184.0,5.0,0,1,0,0
4.6,867.0,8773.0,20.75,47.0,5.28,20.99,55.0,4.5,947.0,9130.0,3.0,0,0,0,0
4.4,4934.0,29233.0,18.17,58.0,5.73,17.99,85.0,4.3,11551.0,78519.0,36.0,0,0,0,0
4.5,529.0,2343.0,20.33,93.0,11.95,21.99,74.0,4.1,887.0,6901.0,11.0,0,0,0,1
4.6,1692.0,7578.0,20.83,46.0,3.25,16.99,58.0,4.6,3813.0,11496.0,4.0,0,1,0,0
4.4,529.0,2538.0,20.08,42.0,1.77,16.99,87.0,4.4,39566.0,149847.0,226.0,0,0,0,0
4.6,1687.0,7654.0,20.0,413.0,20.33,16.99,90.0,4.5,24804.0,89898.0,17.0,0,0,0,0
4.6,250.0,1038.0,20.75,106.0,14.82,25.99,91.0,4.5,250.0,1107.0,1.0,0,0,0,1
4.7,225.0,1359.0,15.58,31.0,5.33,23.99,74.0,4.5,999.0,2521.0,4.0,0,0,0,0
4.4,2720.0,14728.0,20.83,70.0,3.65,16.99,80.0,4.3,3001.0,15591.0,2.0,0,1,0,0
4.6,3664.0,11792.0,17.75,87.0,11.77,23.99,83.0,4.4,31525.0,74271.0,11.0,0,0,0,0
4.5,1451.0,5458.0,19.33,87.0,47.2,54.99,92.0,4.5,19007.0,52032.0,19.0,0,0,0,1
4.3,925.0,3340.0,20.75,38.0,5.93,16.99,66.0,4.3,3268.0,11635.0,29.0,0,0,0,0
4.6,1676.0,12189.0,19.58,123.0,18.77,20.99,86.0,4.6,1676.0,12189.0,1.0,0,0,1,0
4.4,948.0,9264.0,20.83,129.0,13.5,23.99,85.0,4.7,13999.0,64522.0,18.0,0,1,0,0
4.4,1263.0,5921.0,20.83,88.0,8.08,20.99,69.0,4.5,26337.0,93654.0,22.0,0,0,0,0
4.6,183.0,1970.0,18.92,67.0,5.17,21.99,86.0,4.4,3761.0,23189.0,30.0,0,0,0,0
4.6,1621.0,18908.0,20.83,80.0,2.32,16.99,86.0,4.5,14266.0,56898.0,70.0,0,0,0,0
4.7,1348.0,16034.0,20.42,77.0,8.93,23.99,83.0,4.6,30976.0,127890.0,20.0,1,0,0,0
4.8,1764.0,15066.0,20.75,65.0,5.23,16.99,84.0,4.7,17768.0,63356.0,11.0,0,0,1,0
4.5,1457.0,4521.0,17.67,88.0,8.25,17.99,62.0,4.4,2760.0,8553.0,2.0,0,0,0,0
4.1,893.0,3673.0,20.75,53.0,2.5,159.99,92.0,4.2,1436.0,10641.0,5.0,0,0,0,0
4.6,903.0,16181.0,19.92,76.0,3.2,20.99,85.0,4.5,22767.0,215522.0,12.0,0,0,0,0
4.4,5398.0,29344.0,19.83,156.0,10.87,17.99,90.0,4.3,11275.0,49419.0,7.0,0,0,0,0
4.4,2260.0,13123.0,20.67,188.0,27.72,24.99,91.0,4.2,5048.0,57476.0,9.0,0,1,0,0
4.3,1460.0,9473.0,18.75,91.0,13.35,16.99,32.0,4.4,20670.0,154908.0,11.0,0,0,0,1
3.8,347.0,2920.0,20.42,13.0,1.75,16.99,91.0,4.1,8696.0,59170.0,44.0,0,0,0,1
4.5,2292.0,12399.0,20.83,29.0,3.42,17.99,88.0,4.6,26035.0,130950.0,34.0,0,0,1,0
4.6,599.0,2730.0,20.75,69.0,8.2,21.99,32.0,4.5,13481.0,93664.0,17.0,0,1,0,0
4.4,1987.0,20578.0,20.83,77.0,7.92,21.99,87.0,4.3,2374.0,28326.0,3.0,0,1,0,0
4.5,655.0,2607.0,20.67,101.0,11.0,20.99,72.0,4.4,924.0,3348.0,4.0,0,0,0,0
4.5,5339.0,40809.0,20.67,52.0,8.22,16.99,86.0,4.5,19737.0,87740.0,8.0,0,1,0,0
4.4,3551.0,18124.0,18.5,74.0,11.35,27.99,80.0,4.4,14259.0,73406.0,7.0,0,1,0,0
4.6,1333.0,8919.0,17.58,16.0,3.1,16.99,88.0,4.5,13415.0,64047.0,16.0,0,0,1,0
3.8,381.0,1551.0,20.75,88.0,13.7,16.99,88.0,3.8,381.0,1551.0,1.0,0,1,0,0
4.4,619.0,9736.0,18.08,50.0,6.78,16.99,85.0,4.4,4136.0,30746.0,9.0,0,0,1,0
4.3,669.0,4552.0,20.83,105.0,15.18,19.99,88.0,4.2,11745.0,48203.0,17.0,0,0,0,1
4.0,519.0,3963.0,19.75,43.0,9.28,21.99,86.0,4.2,780.0,7845.0,4.0,0,0,0,0
4.4,1366.0,16163.0,20.58,174.0,29.98,23.99,83.0,4.6,24576.0,160587.0,12.0,0,0,0,0
4.6,5086.0,21876.0,20.17,47.0,6.7,21.99,88.0,4.5,7167.0,42005.0,5.0,0,1,0,0
4.7,1594.0,11652.0,20.58,119.0,6.87,21.99,77.0,4.5,9080.0,153929.0,31.0,1,0,0,0
4.4,1365.0,6380.0,19.25,164.0,16.62,16.99,90.0,4.4,2753.0,15046.0,6.0,0,1,0,0
4.6,1144.0,6073.0,18.58,97.0,19.98,17.99,86.0,4.5,3650.0,23896.0,15.0,0,0,0,0
4.5,262.0,1108.0,20.83,59.0,16.17,19.99,86.0,4.5,262.0,1108.0,1.0,0,0,1,0
4.4,454.0,1650.0,20.42,103.0,5.68,16.99,89.0,4.5,500.0,1860.0,3.0,0,0,1,0
4.1,1055.0,5298.0,19.0,97.0,18.12,16.99,89.0,4.1,6183.0,34200.0,9.0,0,0,0,1
4.9,458.0,2022.0,19.0,71.0,6.12,16.99,87.0,4.8,3662.0,48797.0,3.0,0,0,1,0
4.2,745.0,2715.0,19.67,46.0,5.12,16.99,69.0,4.2,745.0,2715.0,1.0,0,0,0,1
4.2,188.0,1037.0,18.83,352.0,37.25,16.99,40.0,4.1,397.0,1805.0,5.0,0,0,0,1
4.6,2868.0,22432.0,20.67,119.0,9.33,19.99,35.0,4.6,100829.0,404454.0,28.0,0,1,0,0
4.5,1054.0,4944.0,20.83,114.0,25.53,25.99,58.0,4.5,2468.0,8071.0,6.0,0,1,0,0
4.6,1141.0,9803.0,19.42,87.0,18.82,16.99,86.0,4.4,5403.0,36936.0,25.0,0,1,0,0
4.6,284.0,1231.0,20.83,91.0,14.45,21.99,88.0,4.6,298.0,1296.0,2.0,0,1,0,0
4.3,904.0,3179.0,20.67,11.0,3.52,149.99,84.0,4.2,6562.0,33468.0,11.0,0,0,0,0
4.3,709.0,3414.0,15.58,77.0,5.0,16.99,64.0,4.4,8194.0,34037.0,19.0,0,0,0,0
4.4,861.0,5194.0,20.83,12.0,1.63,16.99,74.0,4.6,14353.0,61725.0,2.0,0,0,0,0
4.4,8675.0,48870.0,20.42,218.0,11.6,19.99,86.0,4.3,20660.0,130929.0,32.0,0,0,0,0
4.7,969.0,4932.0,20.5,323.0,109.2,27.99,89.0,4.7,7071.0,27323.0,14.0,1,0,0,0
4.6,1634.0,6061.0,20.42,59.0,6.37,19.99,88.0,4.6,3479.0,48178.0,5.0,0,0,0,0
4.4,2005.0,15606.0,20.83,126.0,10.2,16.99,89.0,4.4,13811.0,59727.0,7.0,0,0,0,1
4.0,260.0,884.0,20.5,81.0,7.7,21.99,88.0,3.9,398.0,5489.0,5.0,0,0,0,0
4.4,1867.0,11198.0,17.25,281.0,33.85,19.99,60.0,4.4,39566.0,149857.0,226.0,0,0,0,0
4.4,680.0,3743.0,20.08,34.0,3.0,16.99,84.0,4.1,8696.0,59170.0,44.0,0,1,0,0
4.3,3537.0,15093.0,20.75,119.0,12.05,17.99,92.0,4.4,22226.0,80724.0,8.0,0,0,0,0
4.4,3314.0,15946.0,20.25,74.0,3.48,16.99,88.0,4.4,17393.0,50619.0,9.0,1,0,0,0
4.3,1070.0,6611.0,20.83,75.0,7.57,16.99,88.0,4.5,26464.0,140740.0,14.0,0,0,0,1
4.8,457.0,2052.0,20.83,210.0,25.82,31.99,88.0,4.6,3130.0,7059.0,14.0,0,1,0,0
4.7,3188.0,14180.0,17.58,47.0,4.8,21.99,90.0,4.7,28856.0,110341.0,15.0,0,0,1,0
4.2,1656.0,6942.0,20.83,94.0,4.77,20.99,80.0,4.3,6236.0,39433.0,16.0,0,0,0,0
4.4,1269.0,7362.0,20.67,307.0,32.03,16.99,89.0,4.6,5118.0,43427.0,6.0,0,1,0,0
3.9,1685.0,12918.0,20.33,123.0,10.5,23.99,92.0,4.1,14747.0,381866.0,74.0,0,1,0,0
4.0,6539.0,29436.0,20.08,193.0,18.42,21.99,49.0,4.1,11595.0,49809.0,6.0,0,1,0,0
4.5,2633.0,14448.0,20.67,77.0,6.72,16.99,81.0,4.4,22226.0,80724.0,8.0,0,0,0,0
4.5,4513.0,16963.0,20.83,47.0,4.35,29.99,69.0,4.5,4513.0,19606.0,1.0,0,0,1,0
4.5,7777.0,41671.0,19.83,128.0,5.75,17.99,89.0,4.5,9559.0,69040.0,3.0,0,0,0,0
3.9,1556.0,15638.0,20.75,14.0,3.48,16.99,90.0,3.9,1556.0,15638.0,1.0,0,0,0,0
4.6,5200.0,23639.0,20.5,504.0,99.37,23.99,77.0,4.5,5783.0,52793.0,3.0,0,1,0,0
4.8,375.0,5811.0,20.67,98.0,10.58,21.99,32.0,4.5,49502.0,376881.0,28.0,0,1,0,0
4.4,1031.0,18021.0,20.42,185.0,30.65,16.99,55.0,4.4,9150.0,80556.0,17.0,1,0,0,0
4.4,4834.0,15392.0,20.75,57.0,6.53,16.99,92.0,4.5,11840.0,34501.0,5.0,0,0,0,0
4.5,1153.0,5894.0,20.08,52.0,3.75,21.99,87.0,4.5,13645.0,95995.0,23.0,0,1,0,0
4.7,5795.0,29605.0,20.75,49.0,3.95,16.99,50.0,4.6,14053.0,85242.0,16.0,0,0,1,0
4.6,1305.0,12181.0,20.75,36.0,3.35,16.99,32.0,4.5,19007.0,52032.0,19.0,0,0,0,1
4.6,1155.0,6139.0,20.83,322.0,44.48,16.99,88.0,4.5,35048.0,255012.0,40.0,0,1,0,0
4.6,891.0,4347.0,17.17,44.0,3.32,16.99,60.0,4.5,15417.0,69523.0,8.0,0,0,0,0
4.4,2247.0,16129.0,20.83,41.0,5.57,20.99,92.0,4.4,28778.0,167870.0,17.0,0,1,0,0
4.3,2948.0,16789.0,20.67,28.0,1.77,16.99,90.0,4.4,23374.0,121576.0,21.0,0,1,0,0
4.4,711.0,2310.0,20.75,77.0,12.37,16.99,32.0,4.4,6063.0,49852.0,26.0,0,1,0,0
4.4,1393.0,8305.0,20.67,69.0,9.72,16.99,82.0,4.4,5854.0,26521.0,7.0,0,1,0,0
3.9,110.0,21420.0,20.67,125.0,17.73,19.99,92.0,3.7,3469.0,120008.0,59.0,0,0,0,0
3.9,548.0,4279.0,19.83,51.0,1.88,179.99,73.0,4.3,10625.0,76899.0,46.0,0,0,0,0
4.3,6589.0,49052.0,20.75,54.0,14.42,16.99,89.0,4.3,51924.0,228793.0,37.0,0,0,0,1
4.6,428.0,11734.0,20.58,99.0,16.03,19.99,88.0,4.4,475.0,21705.0,3.0,0,0,0,1
4.0,489.0,3032.0,20.83,368.0,36.83,21.99,83.0,4.4,5854.0,26521.0,7.0,0,1,0,0
4.4,1502.0,9233.0,19.08,45.0,4.03,21.99,82.0,4.4,16470.0,78878.0,31.0,0,1,0,0
4.3,226.0,2809.0,20.33,22.0,4.67,17.99,81.0,4.2,1543.0,9870.0,6.0,1,0,0,0
4.4,629.0,2207.0,20.83,12.0,2.13,16.99,67.0,4.5,914.0,19407.0,8.0,1,0,0,0
4.6,5586.0,20081.0,20.33,63.0,5.03,20.99,84.0,4.5,10405.0,100781.0,8.0,0,0,0,1
4.5,1554.0,4890.0,20.58,67.0,5.02,16.99,91.0,4.5,12611.0,45114.0,2.0,0,0,0,1
4.3,255.0,1774.0,19.75,88.0,17.5,17.99,32.0,4.5,3136.0,14568.0,3.0,1,0,0,0
4.5,1697.0,9040.0,19.83,73.0,4.93,19.99,88.0,4.5,8170.0,26495.0,6.0,0,0,0,1
4.5,1372.0,6116.0,20.75,27.0,2.92,69.99,88.0,4.4,6123.0,23132.0,49.0,0,0,1,0
4.6,3035.0,12711.0,20.67,188.0,16.85,16.99,80.0,4.6,13506.0,54269.0,12.0,0,0,0,0
4.6,828.0,4224.0,20.75,116.0,18.72,16.99,64.0,4.5,31511.0,125818.0,5.0,0,0,0,0
4.6,3160.0,31185.0,20.83,51.0,7.02,25.99,76.0,4.6,6197.0,50576.0,2.0,0,0,0,1
4.7,555.0,1567.0,19.92,71.0,13.72,27.99,89.0,4.6,587.0,9073.0,2.0,0,1,0,0
4.5,3255.0,20713.0,20.58,302.0,25.78,17.99,88.0,4.6,100829.0,404488.0,28.0,0,1,0,0
4.6,995.0,19705.0,17.42,32.0,3.58,16.99,88.0,4.3,7162.0,82443.0,24.0,0,0,1,0
4.4,2049.0,7907.0,20.58,137.0,24.05,25.99,92.0,4.5,3486.0,14894.0,4.0,0,1,0,0
4.6,1601.0,11452.0,20.75,75.0,13.12,16.99,85.0,4.6,3269.0,15256.0,3.0,0,1,0,0
4.3,928.0,11555.0,20.08,46.0,4.5,27.99,88.0,4.5,42533.0,307795.0,19.0,0,0,0,0
4.4,4828.0,22184.0,20.42,53.0,12.4,51.99,89.0,4.4,40062.0,218934.0,17.0,0,0,0,1
4.5,1272.0,15640.0,20.75,196.0,11.18,19.99,84.0,4.4,36428.0,306687.0,26.0,0,0,0,0
4.6,6445.0,40359.0,20.75,28.0,9.93,20.99,91.0,4.7,32198.0,125219.0,9.0,0,0,0,0
4.4,1596.0,10578.0,20.58,63.0,9.07,23.99,86.0,4.4,31525.0,74252.0,11.0,0,1,0,0
4.5,4037.0,22724.0,20.83,93.0,17.5,21.99,92.0,4.4,9208.0,46923.0,6.0,0,0,0,1
4.2,1349.0,4147.0,20.33,43.0,1.72,16.99,77.0,4.2,2999.0,8891.0,15.0,1,0,0,0
4.2,913.0,36976.0,19.92,77.0,13.25,16.99,56.0,4.2,964.0,37379.0,2.0,0,0,0,1
4.6,822.0,3480.0,17.25,48.0,3.17,23.99,88.0,4.5,2441.0,16577.0,12.0,0,0,1,0
4.1,443.0,1264.0,20.67,163.0,14.93,29.99,43.0,4.1,526.0,1502.0,4.0,0,0,0,0
4.5,1487.0,8343.0,20.17,64.0,4.88,21.99,88.0,4.6,16672.0,47836.0,9.0,0,0,0,1
4.4,807.0,5502.0,20.83,425.0,10.8,20.99,43.0,4.6,16672.0,47836.0,9.0,0,0,0,1
4.5,1010.0,15129.0,20.67,94.0,7.05,19.99,84.0,4.5,12963.0,92964.0,21.0,0,0,0,1
4.4,125.0,4123.0,20.75,143.0,11.4,17.99,84.0,3.5,2499.0,61132.0,38.0,0,0,0,0
4.2,4263.0,19961.0,19.75,90.0,11.15,16.99,84.0,4.2,13610.0,114806.0,8.0,0,1,0,0
4.3,1210.0,8995.0,20.83,32.0,1.37,17.99,87.0,4.7,56917.0,177121.0,8.0,0,0,0,0
4.3,556.0,5651.0,17.58,204.0,16.02,21.99,90.0,4.1,666.0,7662.0,9.0,0,0,0,0
4.6,1049.0,9643.0,18.25,336.0,56.85,84.99,92.0,4.5,12963.0,92964.0,21.0,0,0,0,1
4.5,215.0,4191.0,14.33,17.0,3.48,16.99,89.0,4.5,2142.0,15522.0,15.0,0,0,1,0
4.4,8970.0,42171.0,20.67,46.0,6.82,17.99,89.0,4.4,19114.0,66928.0,8.0,0,0,0,0
4.4,442.0,1257.0,20.33,42.0,4.92,19.99,88.0,4.2,911.0,2533.0,3.0,0,0,0,1
4.4,2807.0,12256.0,19.08,59.0,10.08,16.99,84.0,4.5,13645.0,95995.0,23.0,0,1,0,0
4.4,887.0,3718.0,20.0,170.0,15.88,21.99,84.0,4.4,963.0,3867.0,4.0,0,0,0,0
4.1,1026.0,5159.0,17.75,50.0,3.73,20.99,32.0,4.2,21822.0,84160.0,15.0,0,1,0,0
4.4,1592.0,12904.0,17.42,98.0,10.25,28.99,58.0,4.4,1592.0,12904.0,1.0,0,0,1,0
4.3,117.0,586.0,20.67,51.0,4.22,16.99,67.0,4.3,172.0,1266.0,4.0,0,0,0,1
4.9,150.0,2925.0,20.83,73.0,11.62,16.99,90.0,4.5,1304.0,7624.0,3.0,1,0,0,0
4.2,906.0,4154.0,20.75,164.0,10.08,16.99,86.0,4.4,17599.0,100305.0,18.0,0,0,0,0
4.4,713.0,3176.0,20.83,109.0,7.77,16.99,84.0,4.4,16852.0,53475.0,26.0,0,0,0,0
4.6,2242.0,13148.0,20.17,103.0,12.85,16.99,92.0,4.6,63201.0,251388.0,23.0,0,0,0,1
4.2,3023.0,17851.0,20.5,126.0,16.8,21.99,90.0,4.3,7526.0,35489.0,12.0,0,1,0,0
4.3,909.0,2596.0,20.83,74.0,13.22,16.99,62.0,4.5,7900.0,15995.0,23.0,0,0,0,1
4.4,1167.0,6494.0,20.67,66.0,7.18,20.99,32.0,4.4,1167.0,6495.0,1.0,0,0,1,0
3.8,396.0,2578.0,20.75,20.0,2.47,16.99,69.0,4.3,25989.0,242683.0,43.0,0,0,0,1
4.5,891.0,6960.0,18.92,74.0,3.77,19.99,32.0,4.5,1099.0,7900.0,7.0,0,0,1,0
4.4,1177.0,7122.0,20.58,31.0,2.1,16.99,86.0,4.5,49502.0,376835.0,28.0,0,0,0,1
4.5,2889.0,11896.0,19.33,59.0,6.23,19.99,88.0,4.4,7353.0,23953.0,4.0,0,0,0,0
4.4,4072.0,19680.0,20.58,192.0,7.98,16.99,92.0,4.4,17156.0,118598.0,26.0,0,0,0,1
4.6,859.0,3620.0,20.67,65.0,6.6,16.99,89.0,4.6,2603.0,10599.0,4.0,0,1,0,0
4.0,253.0,1693.0,19.83,74.0,13.08,20.99,92.0,4.4,9208.0,46923.0,6.0,0,1,0,0
4.3,2666.0,13888.0,20.75,67.0,9.07,24.99,69.0,4.3,4288.0,23148.0,7.0,0,1,0,0
4.6,2915.0,12215.0,20.75,29.0,2.32,16.99,69.0,4.6,2915.0,12215.0,1.0,0,0,0,1
3.9,35.0,196.0,20.25,97.0,8.75,19.99,69.0,4.3,481.0,3242.0,10.0,1,0,0,0
4.4,4619.0,24738.0,20.42,41.0,3.02,23.99,58.0,4.6,90008.0,285853.0,15.0,0,0,0,1
4.5,2739.0,13441.0,20.67,17.0,3.18,19.99,84.0,4.5,5104.0,21761.0,7.0,0,0,1,0
4.5,3155.0,16648.0,20.08,20.0,1.4,19.99,87.0,4.5,11922.0,53659.0,10.0,0,0,0,0
4.6,693.0,7262.0,19.42,196.0,16.47,21.99,92.0,4.6,796.0,8047.0,2.0,0,1,0,0
4.7,697.0,2477.0,20.67,107.0,12.32,19.99,69.0,4.7,1708.0,5417.0,2.0,0,0,0,1
4.4,924.0,6096.0,19.33,65.0,8.65,34.99,92.0,4.4,23374.0,121576.0,21.0,0,1,0,0
4.5,914.0,4090.0,20.83,26.0,2.3,16.99,86.0,4.4,2581.0,8558.0,7.0,0,0,1,0
4.5,2862.0,19295.0,19.42,138.0,15.28,23.99,80.0,4.5,11782.0,75256.0,11.0,1,0,0,0
4.1,596.0,2188.0,20.0,60.0,5.33,17.99,43.0,4.3,2456.0,35962.0,5.0,0,0,0,1
4.6,3158.0,23943.0,20.67,72.0,11.6,16.99,89.0,4.6,100829.0,404488.0,28.0,0,1,0,0
4.2,676.0,3188.0,13.5,19.0,2.2,16.99,43.0,4.2,1170.0,6132.0,3.0,0,1,0,0
4.4,4448.0,18685.0,19.25,122.0,14.98,20.99,84.0,4.3,5565.0,31132.0,4.0,0,1,0,0
4.2,281.0,1740.0,20.58,79.0,10.47,34.99,87.0,4.2,13610.0,114789.0,8.0,0,1,0,0
4.5,66.0,137.0,20.67,114.0,47.78,16.99,76.0,4.5,218.0,151.0,5.0,0,0,0,1
4.6,1381.0,10766.0,20.08,92.0,15.5,16.99,71.0,4.4,28778.0,167870.0,17.0,0,1,0,0
4.6,4299.0,18425.0,20.75,49.0,3.88,16.99,83.0,4.6,7116.0,25748.0,9.0,0,0,0,0
4.5,515.0,3701.0,20.58,46.0,5.18,16.99,87.0,4.3,2358.0,34710.0,13.0,0,0,0,0
4.4,1197.0,4599.0,20.67,132.0,11.6,16.99,89.0,4.3,3659.0,12068.0,6.0,0,0,0,1
4.0,271.0,1348.0,18.58,66.0,7.12,27.99,84.0,4.3,2833.0,16352.0,8.0,1,0,0,0
4.5,864.0,6421.0,20.75,5.0,1.53,17.99,80.0,4.4,80108.0,271227.0,82.0,0,0,0,0
4.2,756.0,2966.0,20.83,75.0,8.12,20.99,67.0,4.4,2385.0,12039.0,9.0,0,0,0,0
4.7,1355.0,7795.0,20.25,27.0,5.05,17.99,88.0,4.6,4461.0,27289.0,5.0,1,0,0,0
4.7,203.0,1962.0,19.08,119.0,18.23,23.99,83.0,4.5,416.0,23726.0,13.0,0,0,1,0
4.2,699.0,5602.0,19.67,630.0,123.98,21.99,91.0,4.3,10625.0,76889.0,46.0,0,0,0,0
4.5,806.0,3681.0,20.33,50.0,2.55,19.99,88.0,4.5,943.0,6958.0,2.0,0,0,0,0
4.1,348.0,1470.0,20.83,265.0,17.28,21.99,78.0,4.2,653.0,2634.0,4.0,0,1,0,0
4.5,184.0,1838.0,20.17,91.0,7.32,16.99,87.0,4.5,15927.0,108722.0,12.0,0,0,0,1
4.6,2776.0,20103.0,20.58,151.0,12.75,16.99,89.0,4.5,89865.0,405845.0,19.0,0,1,0,0
4.4,550.0,2840.0,19.58,58.0,4.93,16.99,89.0,4.2,6092.0,47361.0,22.0,0,0,0,1
4.5,620.0,3283.0,20.75,173.0,18.98,16.99,88.0,4.5,10383.0,70011.0,18.0,0,1,0,0
4.1,799.0,5544.0,20.67,161.0,30.15,31.99,92.0,4.2,5048.0,57476.0,9.0,0,1,0,0
4.5,889.0,3019.0,19.0,37.0,4.1,16.99,49.0,4.3,25989.0,242683.0,43.0,0,0,0,1
4.6,5222.0,37696.0,19.0,208.0,33.17,21.99,88.0,4.5,42533.0,307830.0,19.0,0,1,0,0
4.5,2300.0,12964.0,20.08,111.0,17.3,17.99,75.0,4.7,13999.0,64522.0,18.0,0,1,0,0
4.5,521.0,5528.0,16.0,40.0,4.52,21.99,88.0,4.0,52857.0,324758.0,1420.0,0,1,0,0
4.4,2460.0,20360.0,19.0,97.0,9.8,51.99,84.0,4.5,89865.0,405845.0,19.0,0,0,0,0
4.5,1641.0,9429.0,20.67,145.0,4.63,17.99,57.0,4.5,1641.0,9426.0,1.0,0,0,0,0
4.6,3782.0,15979.0,20.83,62.0,4.15,16.99,68.0,4.7,87085.0,224428.0,13.0,0,1,0,0
4.7,2707.0,16822.0,20.83,110.0,4.37,16.99,81.0,4.4,11785.0,62273.0,18.0,0,1,0,0
